ComplaintID,CaseID,ComplaintDate,ComplainantName,ContactNumber,ComplaintText,PoliceStation,Status
CMP00466,KSP/DIS001/2026/00466,2026-11-19,Sunil Naik,9876110466,"Kidnapping reported at Indiranagar Police Station, Bengaluru Urban. Brief: Abduction for ransom or coercion. Incident occurred near Indiranagar Police Station, Bengaluru Urban, Karnataka.",Indiranagar Police Station,Assigned to IO
CMP00467,KSP/DIS002/2026/00467,2026-12-20,Praveen Iyengar,9876110467,"Missing Person reported at Bengaluru Rural Cyber Crime PS, Bengaluru Rural. Brief: Trace & locate missing citizen petition. Incident occurred near Bengaluru Rural Cyber Crime PS, Bengaluru Rural, Karnataka.",Bengaluru Rural Cyber Crime PS,Assigned to IO
CMP00468,KSP/DIS003/2026/00468,2026-01-21,Pooja Gowda,9876110468,"Theft reported at Ramanagara Traffic PS, Ramanagara. Brief: Larceny of personal or commercial goods. Incident occurred near Ramanagara Traffic PS, Ramanagara, Karnataka.",Ramanagara Traffic PS,Assigned to IO
CMP00469,KSP/DIS004/2026/00469,2026-02-22,Nitin Patil,9876110469,"Vehicle Theft reported at Chikkaballapura Town PS, Chikkaballapura. Brief: Stolen motor vehicle or two-wheeler. Incident occurred near Chikkaballapura Town PS, Chikkaballapura, Karnataka.",Chikkaballapura Town PS,Assigned to IO
CMP00470,KSP/DIS005/2026/00470,2026-03-23,Niranjan Kumar,9876110470,"Burglary reported at Kolar Central PS, Kolar. Brief: Overnight trespass and property theft. Incident occurred near Kolar Central PS, Kolar, Karnataka.",Kolar Central PS,Assigned to IO
CMP00471,KSP/DIS006/2026/00471,2026-04-24,Sunita Rao,9876110471,"Robbery reported at Tumakuru Cyber Crime PS, Tumakuru. Brief: Armed robbery using force or coercion. Incident occurred near Tumakuru Cyber Crime PS, Tumakuru, Karnataka.",Tumakuru Cyber Crime PS,Assigned to IO
CMP00472,KSP/DIS007/2026/00472,2026-05-25,Rahul Sharma,9876110472,"Chain Snatching reported at Shivamogga Traffic PS, Shivamogga. Brief: Snatching jewelry from pedestrians on public road. Incident occurred near Shivamogga Traffic PS, Shivamogga, Karnataka.",Shivamogga Traffic PS,Assigned to IO
CMP00473,KSP/DIS008/2026/00473,2026-06-26,Imran Nair,9876110473,"Cyber Crime reported at Chitradurga Town PS, Chitradurga. Brief: Hacking, malware infection, IT Act violation. Incident occurred near Chitradurga Town PS, Chitradurga, Karnataka.",Chitradurga Town PS,Assigned to IO
CMP00474,KSP/DIS009/2026/00474,2026-07-27,Meena Verma,9876110474,"UPI Fraud reported at Davanagere Central PS, Davanagere. Brief: Fake QR code or deceptive payment request. Incident occurred near Davanagere Central PS, Davanagere, Karnataka.",Davanagere Central PS,Assigned to IO
CMP00475,KSP/DIS010/2026/00475,2026-08-28,Rohan Reddy,9876110475,"Online Banking Fraud reported at Mysuru Cyber Crime PS, Mysuru. Brief: Phishing link leading to net banking unauthorized debit. Incident occurred near Mysuru Cyber Crime PS, Mysuru, Karnataka.",Mysuru Cyber Crime PS,Assigned to IO
CMP00476,KSP/DIS011/2026/00476,2026-09-01,Deepak Khan,9876110476,"Identity Theft reported at Mandya Traffic PS, Mandya. Brief: SIM swap or stolen credential impersonation. Incident occurred near Mandya Traffic PS, Mandya, Karnataka.",Mandya Traffic PS,Assigned to IO
CMP00477,KSP/DIS012/2026/00477,2026-10-02,Bhavya Mehta,9876110477,"ATM Fraud reported at Hassan Town PS, Hassan. Brief: ATM skimming device or card cloning. Incident occurred near Hassan Town PS, Hassan, Karnataka.",Hassan Town PS,Assigned to IO
CMP00478,KSP/DIS013/2026/00478,2026-11-03,Mahesh Kulkarni,9876110478,"Rape reported at Chamarajanagara Central PS, Chamarajanagara. Brief: Penal Code Section 376 prosecution. Incident occurred near Chamarajanagara Central PS, Chamarajanagara, Karnataka.",Chamarajanagara Central PS,Assigned to IO
CMP00479,KSP/DIS014/2026/00479,2026-12-04,Santosh Hegde,9876110479,"Sexual Assault reported at Kodagu Cyber Crime PS, Kodagu. Brief: Outraging modesty and sexual harassment. Incident occurred near Kodagu Cyber Crime PS, Kodagu, Karnataka.",Kodagu Cyber Crime PS,Assigned to IO
CMP00480,KSP/DIS015/2026/00480,2026-01-05,Ananya Shetty,9876110480,"POCSO reported at Dakshina Kannada (Mangaluru) Traffic PS, Dakshina Kannada (Mangaluru). Brief: Protection of Children from Sexual Offences Act case. Incident occurred near Dakshina Kannada (Mangaluru) Traffic PS, Dakshina Kannada (Mangaluru), Karnataka.",Dakshina Kannada (Mangaluru) Traffic PS,Assigned to IO
CMP00481,KSP/DIS016/2026/00481,2026-02-06,Suresh Bhat,9876110481,"Domestic Violence reported at Udupi Town PS, Udupi. Brief: Spousal abuse and dowry harassment IPC 498A. Incident occurred near Udupi Town PS, Udupi, Karnataka.",Udupi Town PS,Assigned to IO
CMP00482,KSP/DIS017/2026/00482,2026-03-07,Vijay Deshmukh,9876110482,"Illegal Weapons reported at Uttara Kannada (Karwar) Central PS, Uttara Kannada (Karwar). Brief: Arms Act violation involving unlicensed firearms. Incident occurred near Uttara Kannada (Karwar) Central PS, Uttara Kannada (Karwar), Karnataka.",Uttara Kannada (Karwar) Central PS,Assigned to IO
CMP00483,KSP/DIS018/2026/00483,2026-04-08,Pooja Joshi,9876110483,"Drug Trafficking reported at Belagavi Cyber Crime PS, Belagavi. Brief: NDPS Act commercial quantity drug seizure. Incident occurred near Belagavi Cyber Crime PS, Belagavi, Karnataka.",Belagavi Cyber Crime PS,Assigned to IO
CMP00484,KSP/DIS019/2026/00484,2026-05-09,Karthik Naik,9876110484,"Human Trafficking reported at Dharwad Traffic PS, Dharwad. Brief: Forced labor or trafficking rescue operation. Incident occurred near Dharwad Traffic PS, Dharwad, Karnataka.",Dharwad Traffic PS,Assigned to IO
CMP00485,KSP/DIS020/2026/00485,2026-06-10,Anil Iyengar,9876110485,"Gambling reported at Hubballi City Town PS, Hubballi City. Brief: Illegal betting & Matka operation bust. Incident occurred near Hubballi City Town PS, Hubballi City, Karnataka.",Hubballi City Town PS,Assigned to IO
CMP00486,KSP/DIS021/2026/00486,2026-07-11,Sunita Gowda,9876110486,"Wildlife Crime reported at Gadag Central PS, Gadag. Brief: Poaching of protected species or ivory seizure. Incident occurred near Gadag Central PS, Gadag, Karnataka.",Gadag Central PS,Assigned to IO
CMP00487,KSP/DIS022/2026/00487,2026-08-12,Praveen Patil,9876110487,"Forest Crime reported at Haveri Cyber Crime PS, Haveri. Brief: Illegal sandalwood or timber smuggling. Incident occurred near Haveri Cyber Crime PS, Haveri, Karnataka.",Haveri Cyber Crime PS,Assigned to IO
CMP00488,KSP/DIS023/2026/00488,2026-09-13,Ganesh Kumar,9876110488,"Terror Related Activity reported at Vijayapura Traffic PS, Vijayapura. Brief: Unlawful Activities Prevention Act (UAPA) investigation. Incident occurred near Vijayapura Traffic PS, Vijayapura, Karnataka.",Vijayapura Traffic PS,Assigned to IO
CMP00489,KSP/DIS024/2026/00489,2026-10-14,Meena Rao,9876110489,"Corruption reported at Bagalkote Town PS, Bagalkote. Brief: Prevention of Corruption Act bribe trap. Incident occurred near Bagalkote Town PS, Bagalkote, Karnataka.",Bagalkote Town PS,Assigned to IO
CMP00490,KSP/DIS025/2026/00490,2026-11-15,Niranjan Sharma,9876110490,"Economic Offence reported at Kalaburagi Central PS, Kalaburagi. Brief: Multi-crore Ponzi scheme or financial fraud. Incident occurred near Kalaburagi Central PS, Kalaburagi, Karnataka.",Kalaburagi Central PS,Assigned to IO
CMP00491,KSP/DIS026/2026/00491,2026-12-16,Vikas Nair,9876110491,"White Collar Crime reported at Bidar Cyber Crime PS, Bidar. Brief: Corporate embezzlement or insider fraud. Incident occurred near Bidar Cyber Crime PS, Bidar, Karnataka.",Bidar Cyber Crime PS,Assigned to IO
CMP00492,KSP/DIS027/2026/00492,2026-01-17,Bhavya Verma,9876110492,"Smuggling reported at Raichur Traffic PS, Raichur. Brief: Contraband gold or red sanders interception. Incident occurred near Raichur Traffic PS, Raichur, Karnataka.",Raichur Traffic PS,Assigned to IO
CMP00493,KSP/DIS028/2026/00493,2026-02-18,Imran Reddy,9876110493,"Extortion reported at Koppal Town PS, Koppal. Brief: Demanding protection money under threat. Incident occurred near Koppal Town PS, Koppal, Karnataka.",Koppal Town PS,Assigned to IO
CMP00494,KSP/DIS029/2026/00494,2026-03-19,Ajay Khan,9876110494,"Blackmail reported at Yadgir Central PS, Yadgir. Brief: Chantaje or extortion via compromised media. Incident occurred near Yadgir Central PS, Yadgir, Karnataka.",Yadgir Central PS,Assigned to IO
CMP00495,KSP/DIS030/2026/00495,2026-04-20,Ananya Mehta,9876110495,"Counterfeit Currency reported at Ballari Cyber Crime PS, Ballari. Brief: FICN high-quality fake currency notes circulating. Incident occurred near Ballari Cyber Crime PS, Ballari, Karnataka.",Ballari Cyber Crime PS,Assigned to IO
CMP00496,KSP/DIS031/2026/00496,2026-05-21,Deepak Kulkarni,9876110496,"Fake Documents reported at Vijayanagara (Hospete) Traffic PS, Vijayanagara (Hospete). Brief: Forgery of land title deeds or government IDs. Incident occurred near Vijayanagara (Hospete) Traffic PS, Vijayanagara (Hospete), Karnataka.",Vijayanagara (Hospete) Traffic PS,Assigned to IO
CMP00497,KSP/DIS001/2026/00497,2026-06-22,Sanjay Hegde,9876110497,"Hit and Run reported at Bengaluru Urban Central PS, Bengaluru Urban. Brief: Fatal vehicular collision where driver fled scene. Incident occurred near Bengaluru Urban Central PS, Bengaluru Urban, Karnataka.",Bengaluru Urban Central PS,Assigned to IO
CMP00498,KSP/DIS002/2026/00498,2026-07-23,Pooja Shetty,9876110498,"Road Accident reported at Bengaluru Rural Central PS, Bengaluru Rural. Brief: Negligent driving causing injury IPC 279/338. Incident occurred near Bengaluru Rural Central PS, Bengaluru Rural, Karnataka.",Bengaluru Rural Central PS,Assigned to IO
CMP00499,KSP/DIS003/2026/00499,2026-08-24,Santosh Bhat,9876110499,"Fire Incident reported at Ramanagara Cyber Crime PS, Ramanagara. Brief: Industrial or residential fire accident inquiry. Incident occurred near Ramanagara Cyber Crime PS, Ramanagara, Karnataka.",Ramanagara Cyber Crime PS,Assigned to IO
CMP00500,KSP/DIS004/2026/00500,2026-09-25,Ramesh Deshmukh,9876110500,"Unknown Dead Body reported at Chikkaballapura Traffic PS, Chikkaballapura. Brief: Unidentified corpse inquest Section 174 CrPC. Incident occurred near Chikkaballapura Traffic PS, Chikkaballapura, Karnataka.",Chikkaballapura Traffic PS,Assigned to IO
